,Team,Year,Round,Goals / 90,Opponent Goals / 90,Goals / 90 Difference,Assists / 90,Opponent Assists / 90,Assists / 90 Difference,Goals Minus Penalty Kicks / 90,Opponent Goals Minus Penalty Kicks / 90,Goals Minus Penalty Kicks / 90 Difference,GDP Per Capita,GDP Growth Rate (%),Population Density,Population Density Growth Rate (%),Life Expectancy,Life Expectancy Growth Rate (%),Birth Rate,Birth Rate Growth Rate (%),Death Rate,Death Rate Growth Rate (%),Unemployment Rate,Opponent GDP Per Capita,GDP Per Capita Difference,Opponent GDP Growth Rate (%),GDP Growth Rate (%) Difference,Opponent Population Density,Population Density Difference,Opponent Population Density Growth Rate (%),Population Density Growth Rate (%) Difference,Opponent Life Expectancy,Life Expectancy Difference,Opponent Life Expectancy Growth Rate (%),Life Expectancy Growth Rate (%) Difference,Opponent Birth Rate,Birth Rate Difference,Opponent Birth Rate Growth Rate (%),Birth Rate Growth Rate (%) Difference,Opponent Death Rate,Death Rate Difference,Opponent Death Rate Growth Rate (%),Death Rate Growth Rate (%) Difference,Opponent Unemployment Rate,Unemployment Rate Difference,Result
59,New Zealand,1982.0,First group stage,0.67,3.0,-2.33,,,,0.67,3.0,-2.33,7656.0,0.93,12.03,1.07,73.77,0.31,15.843,-1.43,8.079,0.0,,2145.0,5511.0,0.83,0.1,15.38,-3.3500000000000014,2.27,-1.2,63.5,10.269999999999996,0.55,-0.24,30.855,-15.012,-1.01,-0.4199999999999999,8.07,0.0090000000000003,-1.72,1.72,,,LOSS
60,France,1982.0,First group stage,2.18,0.67,1.5100000000000002,,,,2.05,0.0,2.05,10497.0,2.51,99.42,0.5,74.77,0.3,14.152,0.5,10.138,-0.4,,,,,,,,,,,,,,,,,,,,,,,,DRAW
61,Czechoslovakia,1982.0,First group stage,0.67,2.18,-1.5100000000000002,,,,0.0,2.05,-2.05,,,,,,,,,,,,10497.0,,2.51,,99.42,,0.5,,74.77,,0.3,,14.152,,0.5,,10.138,,-0.4,,,,DRAW
62,Algeria,1982.0,First group stage,1.67,1.0,0.6699999999999999,,,,1.67,0.67,1.0,2210.0,6.4,8.68,3.41,61.58,2.2,40.793,-2.04,9.191,-8.29,,2157.0,53.0,-11.01,17.41,15.83,-7.15,1.43,1.98,70.53,-8.950000000000003,0.92,1.2800000000000002,22.829,17.964,-1.57,-0.47,6.063,3.128000000000001,-2.74,-5.549999999999999,,,WIN
63,Chile,1982.0,First group stage,1.0,1.67,-0.6699999999999999,,,,0.67,1.67,-1.0,2157.0,-11.01,15.83,1.43,70.53,0.92,22.829,-1.57,6.063,-2.74,,2210.0,-53.0,6.4,-17.41,8.68,7.15,3.41,-1.98,61.58,8.950000000000003,2.2,-1.2800000000000002,40.793,-17.964,-2.04,0.47,9.191,-3.128000000000001,-8.29,5.549999999999999,,,LOSS
64,Honduras,1982.0,First group stage,0.67,0.67,0.0,,,,0.67,0.33,0.34,1091.0,-2.07,36.78,3.04,61.59,1.28,42.625,-1.19,9.211,-4.66,,,,,,,,,,,,,,,,,,,,,,,,LOSS
65,Yugoslavia,1982.0,First group stage,0.67,0.67,0.0,,,,0.33,0.67,-0.34,,,,,,,,,,,,1091.0,,-2.07,,36.78,,3.04,,61.59,,1.28,,42.625,,-1.19,,9.211,,-4.66,,,,WIN
66,England,1982.0,First group stage,1.0,0.67,0.3299999999999999,,,,1.0,0.67,0.3299999999999999,9146.0,1.99,231.93,0.09,74.19,0.32,12.802,1.3,11.73,-0.32,,17409.0,-8263.0,,,97.42,134.51,5.03,-4.94,70.49,3.700000000000003,0.49,-0.1699999999999999,35.877,-23.075000000000003,-1.66,2.96,3.498,8.232,-5.15,4.83,,,WIN
67,Kuwait,1982.0,First group stage,0.67,1.0,-0.3299999999999999,,,,0.67,1.0,-0.3299999999999999,17409.0,,97.42,5.03,70.49,0.49,35.877,-1.66,3.498,-5.15,,9146.0,8263.0,1.99,,231.93,-134.51,0.09,4.94,74.19,-3.700000000000003,0.32,0.1699999999999999,12.802,23.075000000000003,1.3,-2.96,11.73,-8.232,-0.32,-4.83,,,LOSS
68,West Germany,1982.0,First group stage,1.64,1.0,0.6399999999999999,,,,1.64,1.0,0.6399999999999999,,,,,,,,,,,,9410.0,,2.01,,90.12,,-0.16,,73.28,,0.31,,11.751,,0.45,,12.09,,-0.45,,,,WIN
69,Austria,1982.0,First group stage,1.0,1.64,-0.6399999999999999,,,,1.0,1.64,-0.6399999999999999,9410.0,2.01,90.12,-0.16,73.28,0.31,11.751,0.45,12.09,-0.45,,,,,,,,,,,,,,,,,,,,,,,,LOSS
70,Northern Ireland,1982.0,First group stage,1.0,0.8,0.1999999999999999,,,,1.0,0.4,0.6,9146.0,1.99,231.93,0.09,74.19,0.32,12.802,1.3,11.73,-0.32,,5160.0,3986.0,1.25,0.74,75.44,156.49,0.49,-0.4,76.11,-1.9200000000000017,0.45,-0.13,13.427,-0.625,-5.77,7.069999999999999,7.78,3.95,-0.73,0.41,,,WIN
71,Spain,1982.0,First group stage,0.8,1.0,-0.1999999999999999,,,,0.4,1.0,-0.6,5160.0,1.25,75.44,0.49,76.11,0.45,13.427,-5.77,7.78,-0.73,,9146.0,-3986.0,1.99,-0.74,231.93,-156.49,0.09,0.4,74.19,1.9200000000000017,0.32,0.13,12.802,0.625,1.3,-7.069999999999999,11.73,-3.95,-0.32,-0.41,,,LOSS
72,Austria,1982.0,Second group stage,1.0,2.18,-1.1800000000000002,,,,1.0,2.05,-1.0499999999999998,9410.0,2.01,90.12,-0.16,73.28,0.31,11.751,0.45,12.09,-0.45,,10497.0,-1087.0,2.51,-0.5,99.42,-9.299999999999995,0.5,-0.66,74.77,-1.4899999999999949,0.3,0.01,14.152,-2.401,0.5,-0.0499999999999999,10.138,1.952,-0.4,-0.0499999999999999,,,LOSS
73,France,1982.0,Second group stage,2.18,1.0,1.1800000000000002,,,,2.05,1.0,1.0499999999999998,10497.0,2.51,99.42,0.5,74.77,0.3,14.152,0.5,10.138,-0.4,,9410.0,1087.0,2.01,0.5,90.12,9.299999999999995,-0.16,0.66,73.28,1.4899999999999949,0.31,-0.01,11.751,2.401,0.45,0.0499999999999999,12.09,-1.952,-0.45,0.0499999999999999,,,WIN
74,Poland,1982.0,Second group stage,1.57,0.6,0.97,,,,1.57,0.6,0.97,,,116.85,0.96,70.69,0.09,19.066,0.17,9.636,0.77,,9344.0,,0.6,,323.17,-206.32,0.09,0.87,73.91,-3.219999999999999,0.34,-0.25,12.051,7.014999999999999,-0.46,0.63,11.463,-1.827,-0.67,1.44,,,WIN
75,Belgium,1982.0,Second group stage,0.6,1.57,-0.97,,,,0.6,1.57,-0.97,9344.0,0.6,323.17,0.09,73.91,0.34,12.051,-0.46,11.463,-0.67,,,,,,116.85,206.32,0.96,-0.87,70.69,3.219999999999999,0.09,0.25,19.066,-7.014999999999999,0.17,-0.63,9.636,1.827,0.77,-1.44,,,LOSS
76,Italy,1982.0,Second group stage,1.71,1.6,0.1099999999999998,,,,1.71,1.4,0.31,7557.0,0.41,187.85,0.04,74.88,0.36,10.924,-3.94,9.785,-0.17,,3553.0,4004.0,4.35,-3.94,10.57,177.28,1.57,-1.53,70.2,4.679999999999993,0.43,-0.07,23.394,-12.47,-1.87,-2.07,8.391,1.394,-0.99,0.82,,,WIN
77,Argentina,1982.0,Second group stage,1.6,1.71,-0.1099999999999998,,,,1.4,1.71,-0.31,3553.0,4.35,10.57,1.57,70.2,0.43,23.394,-1.87,8.391,-0.99,,7557.0,-4004.0,0.41,3.94,187.85,-177.28,0.04,1.53,74.88,-4.679999999999993,0.36,0.07,10.924,12.47,-3.94,2.07,9.785,-1.394,-0.17,-0.82,,,LOSS
78,West Germany,1982.0,Second group stage,1.64,1.0,0.6399999999999999,,,,1.64,1.0,0.6399999999999999,,,,,,,,,,,,9146.0,,1.99,,231.93,,0.09,,74.19,,0.32,,12.802,,1.3,,11.73,,-0.32,,,,DRAW
79,England,1982.0,Second group stage,1.0,1.64,-0.6399999999999999,,,,1.0,1.64,-0.6399999999999999,9146.0,1.99,231.93,0.09,74.19,0.32,12.802,1.3,11.73,-0.32,,,,,,,,,,,,,,,,,,,,,,,,DRAW
80,Austria,1982.0,Second group stage,1.0,1.0,0.0,,,,1.0,1.0,0.0,9410.0,2.01,90.12,-0.16,73.28,0.31,11.751,0.45,12.09,-0.45,,9146.0,264.0,1.99,0.0199999999999997,231.93,-141.81,0.09,-0.25,74.19,-0.9099999999999966,0.32,-0.01,12.802,-1.0510000000000002,1.3,-0.8500000000000001,11.73,0.3599999999999994,-0.32,-0.13,,,DRAW
81,Northern Ireland,1982.0,Second group stage,1.0,1.0,0.0,,,,1.0,1.0,0.0,9146.0,1.99,231.93,0.09,74.19,0.32,12.802,1.3,11.73,-0.32,,9410.0,-264.0,2.01,-0.0199999999999997,90.12,141.81,-0.16,0.25,73.28,0.9099999999999966,0.31,0.01,11.751,1.0510000000000002,0.45,0.8500000000000001,12.09,-0.3599999999999994,-0.45,0.13,,,DRAW
82,Belgium,1982.0,Second group stage,0.6,1.4,-0.7999999999999999,,,,0.6,1.4,-0.7999999999999999,9344.0,0.6,323.17,0.09,73.91,0.34,12.051,-0.46,11.463,-0.67,,,,,,8.24,314.93,0.72,-0.63,67.47,6.439999999999998,-0.03,0.37,16.737,-4.685999999999998,1.17,-1.63,11.323,0.1399999999999988,1.62,-2.29,,,LOSS
83,Soviet Union,1982.0,Second group stage,1.4,0.6,0.7999999999999999,,,,1.4,0.6,0.7999999999999999,,,8.24,0.72,67.47,-0.03,16.737,1.17,11.323,1.62,,9344.0,,0.6,,323.17,-314.93,0.09,0.63,73.91,-6.439999999999998,0.34,-0.37,12.051,4.685999999999998,-0.46,1.63,11.463,-0.1399999999999988,-0.67,2.29,,,WIN
84,Argentina,1982.0,Second group stage,1.6,3.0,-1.4,,,,1.4,3.0,-1.6,3553.0,4.35,10.57,1.57,70.2,0.43,23.394,-1.87,8.391,-0.99,,2145.0,1408.0,0.83,3.52,15.38,-4.8100000000000005,2.27,-0.7,63.5,6.700000000000003,0.55,-0.12,30.855,-7.461000000000002,-1.01,-0.8600000000000001,8.07,0.3209999999999997,-1.72,0.73,,,LOSS
85,Brazil,1982.0,Second group stage,3.0,1.6,1.4,,,,3.0,1.4,1.6,2145.0,0.83,15.38,2.27,63.5,0.55,30.855,-1.01,8.07,-1.72,,3553.0,-1408.0,4.35,-3.52,10.57,4.8100000000000005,1.57,0.7,70.2,-6.700000000000003,0.43,0.12,23.394,7.461000000000002,-1.87,0.8600000000000001,8.391,-0.3209999999999997,-0.99,-0.73,,,WIN
86,West Germany,1982.0,Second group stage,1.64,0.8,0.8399999999999999,,,,1.64,0.4,1.2399999999999998,,,,,,,,,,,,5160.0,,1.25,,75.44,,0.49,,76.11,,0.45,,13.427,,-5.77,,7.78,,-0.73,,,,WIN
87,Spain,1982.0,Second group stage,0.8,1.64,-0.8399999999999999,,,,0.4,1.64,-1.2399999999999998,5160.0,1.25,75.44,0.49,76.11,0.45,13.427,-5.77,7.78,-0.73,,,,,,,,,,,,,,,,,,,,,,,,LOSS
88,France,1982.0,Second group stage,2.18,1.0,1.1800000000000002,,,,2.05,1.0,1.0499999999999998,10497.0,2.51,99.42,0.5,74.77,0.3,14.152,0.5,10.138,-0.4,,9146.0,1351.0,1.99,0.5199999999999998,231.93,-132.51,0.09,0.41,74.19,0.5799999999999983,0.32,-0.02,12.802,1.3499999999999996,1.3,-0.8,11.73,-1.5920000000000003,-0.32,-0.08,,,WIN
89,Northern Ireland,1982.0,Second group stage,1.0,2.18,-1.1800000000000002,,,,1.0,2.05,-1.0499999999999998,9146.0,1.99,231.93,0.09,74.19,0.32,12.802,1.3,11.73,-0.32,,10497.0,-1351.0,2.51,-0.5199999999999998,99.42,132.51,0.5,-0.41,74.77,-0.5799999999999983,0.3,0.02,14.152,-1.3499999999999996,0.5,0.8,10.138,1.5920000000000003,-0.4,0.08,,,LOSS
90,Poland,1982.0,Second group stage,1.57,1.4,0.1700000000000001,,,,1.57,1.4,0.1700000000000001,,,116.85,0.96,70.69,0.09,19.066,0.17,9.636,0.77,,,,,,8.24,108.61,0.72,0.24,67.47,3.219999999999999,-0.03,0.12,16.737,2.3290000000000006,1.17,-1.0,11.323,-1.6870000000000012,1.62,-0.8500000000000001,,,DRAW
91,Soviet Union,1982.0,Second group stage,1.4,1.57,-0.1700000000000001,,,,1.4,1.57,-0.1700000000000001,,,8.24,0.72,67.47,-0.03,16.737,1.17,11.323,1.62,,,,,,116.85,-108.61,0.96,-0.24,70.69,-3.219999999999999,0.09,-0.12,19.066,-2.3290000000000006,0.17,1.0,9.636,1.6870000000000012,0.77,0.8500000000000001,,,DRAW
92,Italy,1982.0,Second group stage,1.71,3.0,-1.29,,,,1.71,3.0,-1.29,7557.0,0.41,187.85,0.04,74.88,0.36,10.924,-3.94,9.785,-0.17,,2145.0,5412.0,0.83,-0.42,15.38,172.47,2.27,-2.23,63.5,11.379999999999995,0.55,-0.19,30.855,-19.931,-1.01,-2.93,8.07,1.715,-1.72,1.55,,,WIN
93,Brazil,1982.0,Second group stage,3.0,1.71,1.29,,,,3.0,1.71,1.29,2145.0,0.83,15.38,2.27,63.5,0.55,30.855,-1.01,8.07,-1.72,,7557.0,-5412.0,0.41,0.42,187.85,-172.47,0.04,2.23,74.88,-11.379999999999995,0.36,0.19,10.924,19.931,-3.94,2.93,9.785,-1.715,-0.17,-1.55,,,LOSS
94,Spain,1982.0,Second group stage,0.8,1.0,-0.1999999999999999,,,,0.4,1.0,-0.6,5160.0,1.25,75.44,0.49,76.11,0.45,13.427,-5.77,7.78,-0.73,,9146.0,-3986.0,1.99,-0.74,231.93,-156.49,0.09,0.4,74.19,1.9200000000000017,0.32,0.13,12.802,0.625,1.3,-7.069999999999999,11.73,-3.95,-0.32,-0.41,,,DRAW
95,England,1982.0,Second group stage,1.0,0.8,0.1999999999999999,,,,1.0,0.4,0.6,9146.0,1.99,231.93,0.09,74.19,0.32,12.802,1.3,11.73,-0.32,,5160.0,3986.0,1.25,0.74,75.44,156.49,0.49,-0.4,76.11,-1.9200000000000017,0.45,-0.13,13.427,-0.625,-5.77,7.069999999999999,7.78,3.95,-0.73,0.41,,,DRAW
96,Poland,1982.0,Semi-finals,1.57,1.71,-0.1399999999999999,,,,1.57,1.71,-0.1399999999999999,,,116.85,0.96,70.69,0.09,19.066,0.17,9.636,0.77,,7557.0,,0.41,,187.85,-71.0,0.04,0.92,74.88,-4.189999999999998,0.36,-0.27,10.924,8.142,-3.94,4.11,9.785,-0.1490000000000009,-0.17,0.94,,,LOSS
97,Italy,1982.0,Semi-finals,1.71,1.57,0.1399999999999999,,,,1.71,1.57,0.1399999999999999,7557.0,0.41,187.85,0.04,74.88,0.36,10.924,-3.94,9.785,-0.17,,,,,,116.85,71.0,0.96,-0.92,70.69,4.189999999999998,0.09,0.27,19.066,-8.142,0.17,-4.11,9.636,0.1490000000000009,0.77,-0.94,,,WIN
98,West Germany,1982.0,Semi-finals,1.64,2.18,-0.5400000000000003,,,,1.64,2.05,-0.4099999999999999,,,,,,,,,,,,10497.0,,2.51,,99.42,,0.5,,74.77,,0.3,,14.152,,0.5,,10.138,,-0.4,,,,WIN
99,France,1982.0,Semi-finals,2.18,1.64,0.5400000000000003,,,,2.05,1.64,0.4099999999999999,10497.0,2.51,99.42,0.5,74.77,0.3,14.152,0.5,10.138,-0.4,,,,,,,,,,,,,,,,,,,,,,,,LOSS
100,Poland,1982.0,Third-place match,1.57,2.18,-0.6100000000000001,,,,1.57,2.05,-0.4799999999999997,,,116.85,0.96,70.69,0.09,19.066,0.17,9.636,0.77,,10497.0,,2.51,,99.42,17.429999999999993,0.5,0.4599999999999999,74.77,-4.079999999999998,0.3,-0.21,14.152,4.914,0.5,-0.3299999999999999,10.138,-0.5020000000000007,-0.4,1.17,,,WIN
101,France,1982.0,Third-place match,2.18,1.57,0.6100000000000001,,,,2.05,1.57,0.4799999999999997,10497.0,2.51,99.42,0.5,74.77,0.3,14.152,0.5,10.138,-0.4,,,,,,116.85,-17.429999999999993,0.96,-0.4599999999999999,70.69,4.079999999999998,0.09,0.21,19.066,-4.914,0.17,0.3299999999999999,9.636,0.5020000000000007,0.77,-1.17,,,LOSS
102,Italy,1982.0,Final,1.71,1.64,0.07,,,,1.71,1.64,0.07,7557.0,0.41,187.85,0.04,74.88,0.36,10.924,-3.94,9.785,-0.17,,,,,,,,,,,,,,,,,,,,,,,,WIN
103,West Germany,1982.0,Final,1.64,1.71,-0.07,,,,1.64,1.71,-0.07,,,,,,,,,,,,7557.0,,0.41,,187.85,,0.04,,74.88,,0.36,,10.924,,-3.94,,9.785,,-0.17,,,,LOSS
0,Bulgaria,1986.0,Group stage,0.5,1.0,-0.5,,,,0.5,0.75,-0.25,2260.0,4.21,79.87,-0.3,71.37,0.04,13.297,-1.23,11.862,1.22,,11315.0,-9055.0,2.86,1.35,187.98,-108.11,0.01,-0.31,76.08,-4.709999999999994,0.4,-0.36,10.194,3.103,-1.75,0.52,9.625,2.237,-0.41,1.63,,,DRAW
1,Italy,1986.0,Group stage,1.0,0.5,0.5,,,,0.75,0.5,0.25,11315.0,2.86,187.98,0.01,76.08,0.4,10.194,-1.75,9.625,-0.41,,2260.0,9055.0,4.21,-1.35,79.87,108.11,-0.3,0.31,71.37,4.709999999999994,0.04,0.36,13.297,-3.103,-1.23,-0.52,11.862,-2.237,1.22,-1.63,,,DRAW
2,Spain,1986.0,Group stage,2.06,1.87,0.1899999999999999,,,,1.69,1.5,0.1899999999999999,6514.0,3.25,76.48,0.27,76.71,0.2,11.418,-4.21,8.087,0.96,,1563.0,4951.0,7.49,-4.24,16.73,59.75,2.02,-1.75,64.98,11.72999999999999,0.57,-0.3699999999999999,27.445,-16.027,-3.01,-1.2000000000000002,7.433,0.6539999999999999,-2.09,3.05,,,LOSS
3,Brazil,1986.0,Group stage,1.87,2.06,-0.1899999999999999,,,,1.5,1.69,-0.1899999999999999,1563.0,7.49,16.73,2.02,64.98,0.57,27.445,-3.01,7.433,-2.09,,6514.0,-4951.0,3.25,4.24,76.48,-59.75,0.27,1.75,76.71,-11.72999999999999,0.2,0.3699999999999999,11.418,16.027,-4.21,1.2000000000000002,8.087,-0.6539999999999999,0.96,-3.05,,,WIN
4,Canada,1986.0,Group stage,0.0,1.57,-1.57,,,,0.0,1.43,-1.43,14461.0,,2.68,1.23,76.64,0.25,14.166,-0.71,7.016,0.2,,13540.0,921.0,2.34,,101.33,-98.65,0.49,0.74,75.86,0.7800000000000011,0.36,-0.1099999999999999,13.775,0.391,-0.68,-0.0299999999999999,9.725,-2.709,-1.05,1.25,,,LOSS
5,France,1986.0,Group stage,1.57,0.0,1.57,,,,1.43,0.0,1.43,13540.0,2.34,101.33,0.49,75.86,0.36,13.775,-0.68,9.725,-1.05,,14461.0,-921.0,,,2.68,98.65,1.23,-0.74,76.64,-0.7800000000000011,0.25,0.1099999999999999,14.166,-0.391,-0.71,0.0299999999999999,7.016,2.709,0.2,-1.25,,,WIN
6,Soviet Union,1986.0,Group stage,2.54,0.67,1.87,,,,2.08,0.67,1.41,,,8.5,0.88,68.8,0.48,16.29,-0.68,11.149,-0.38,,,,,,112.54,-104.04,-0.35,1.23,69.35,-0.5499999999999972,0.1,0.38,12.139,4.151,-0.83,0.1499999999999999,13.902,-2.753,0.01,-0.39,,,WIN
7,Hungary,1986.0,Group stage,0.67,2.54,-1.87,,,,0.67,2.08,-1.41,,,112.54,-0.35,69.35,0.1,12.139,-0.83,13.902,0.01,,,,,,8.5,104.04,0.88,-1.23,68.8,0.5499999999999972,0.48,-0.38,16.29,-4.151,-0.68,-0.1499999999999999,11.149,2.753,-0.38,0.39,,,LOSS
8,Argentina,1986.0,Group stage,2.0,1.33,0.6699999999999999,,,,2.0,1.33,0.6699999999999999,3563.0,2.7,11.23,1.52,70.88,0.24,22.734,-0.72,8.313,-0.24,,2835.0,728.0,11.33,-8.629999999999999,,,,,,,,,,,,,,,,,,,WIN
9,Korea Republic,1986.0,Group stage,1.33,2.0,-0.6699999999999999,,,,1.33,2.0,-0.6699999999999999,2835.0,11.33,,,,,,,,,,3563.0,-728.0,2.7,8.629999999999999,11.23,,1.52,,70.88,,0.24,,22.734,,-0.72,,8.313,,-0.24,,,,LOSS
10,Morocco,1986.0,Group stage,0.75,0.25,0.5,,,,0.75,0.25,0.5,840.0,9.27,52.13,2.0,62.48,1.17,32.323,-3.26,8.47,-4.43,,,,,,120.42,-68.28999999999999,0.58,1.42,70.72,-8.240000000000002,0.01,1.16,16.692,15.631,-3.43,0.1700000000000003,9.985,-1.5149999999999988,0.88,-5.31,,,DRAW
11,Poland,1986.0,Group stage,0.25,0.75,-0.5,,,,0.25,0.75,-0.5,,,120.42,0.58,70.72,0.01,16.692,-3.43,9.985,0.88,,840.0,,9.27,,52.13,68.28999999999999,2.0,-1.42,62.48,8.240000000000002,1.17,-1.16,32.323,-15.631,-3.26,-0.1700000000000003,8.47,1.5149999999999988,-4.43,5.31,,,DRAW
12,Belgium,1986.0,Group stage,1.5,1.13,0.3700000000000001,,,,1.37,1.13,0.2400000000000002,12170.0,1.82,324.28,0.13,75.0,0.36,11.912,-0.29,11.033,-0.96,,1734.0,10436.0,-3.08,4.9,39.48,284.79999999999995,1.74,-1.61,69.41,5.590000000000003,0.61,-0.25,30.762,-18.85,-1.66,1.37,5.879,5.154,-2.23,1.27,,,LOSS
13,Mexico,1986.0,Group stage,1.13,1.5,-0.3700000000000001,,,,1.13,1.37,-0.2400000000000002,1734.0,-3.08,39.48,1.74,69.41,0.61,30.762,-1.66,5.879,-2.23,,12170.0,-10436.0,1.82,-4.9,324.28,-284.79999999999995,0.13,1.61,75.0,-5.590000000000003,0.36,0.25,11.912,18.85,-0.29,-1.37,11.033,-5.154,-0.96,-1.27,,,WIN
14,Algeria,1986.0,Group stage,0.33,0.67,-0.34,,,,0.33,0.67,-0.34,2757.0,0.4,9.9,3.07,65.0,1.33,36.324,-2.98,7.289,-6.13,,10611.0,-7854.0,3.15,-2.75,233.27,-223.37,0.18,2.89,74.95,-9.950000000000005,0.25,1.08,13.55,22.774,1.4,-4.38,11.583,-4.2940000000000005,-0.32,-5.81,,,DRAW
15,Northern Ireland,1986.0,Group stage,0.67,0.33,0.34,,,,0.67,0.33,0.34,10611.0,3.15,233.27,0.18,74.95,0.25,13.55,1.4,11.583,-0.32,,2757.0,7854.0,0.4,2.75,9.9,223.37,3.07,-2.89,65.0,9.950000000000005,1.33,-1.08,36.324,-22.774,-2.98,4.38,7.289,4.2940000000000005,-6.13,5.81,,,DRAW
16,Portugal,1986.0,Group stage,0.67,1.4,-0.7299999999999999,,,,0.67,1.4,-0.7299999999999999,3862.0,4.14,108.65,0.09,73.74,0.41,12.549,-4.02,9.712,0.11,,10611.0,-6749.0,3.15,0.9899999999999998,233.27,-124.62,0.18,-0.09,74.95,-1.210000000000008,0.25,0.1599999999999999,13.55,-1.0010000000000012,1.4,-5.42,11.583,-1.8710000000000004,-0.32,0.43,,,WIN
17,England,1986.0,Group stage,1.4,0.67,0.7299999999999999,,,,1.4,0.67,0.7299999999999999,10611.0,3.15,233.27,0.18,74.95,0.25,13.55,1.4,11.583,-0.32,,3862.0,6749.0,4.14,-0.9899999999999998,108.65,124.62,0.09,0.09,73.74,1.210000000000008,0.41,-0.1599999999999999,12.549,1.0010000000000012,-4.02,5.42,9.712,1.8710000000000004,0.11,-0.43,,,LOSS
18,Paraguay,1986.0,Group stage,1.0,0.33,0.6699999999999999,,,,1.0,0.33,0.6699999999999999,1376.0,4.12,9.19,2.83,67.91,0.17,35.285,-1.0,6.399,-0.84,,2971.0,-1595.0,4.65,-0.5300000000000002,38.15,-28.96,2.79,0.04,63.02,4.8899999999999935,1.81,-1.64,38.466,-3.1810000000000045,-0.36,-0.64,8.34,-1.941,-5.35,4.51,,,WIN
19,Iraq,1986.0,Group stage,0.33,1.0,-0.6699999999999999,,,,0.33,1.0,-0.6699999999999999,2971.0,4.65,38.15,2.79,63.02,1.81,38.466,-0.36,8.34,-5.35,,1376.0,1595.0,4.12,0.5300000000000002,9.19,28.96,2.83,-0.04,67.91,-4.8899999999999935,0.17,1.64,35.285,3.1810000000000045,-1.0,0.64,6.399,1.941,-0.84,-4.51,,,LOSS
20,Uruguay,1986.0,Group stage,0.5,1.09,-0.5900000000000001,,,,0.25,1.09,-0.8400000000000001,1940.0,8.81,17.36,0.58,71.89,0.32,18.256,-0.12,9.859,0.08,,,,,,,,,,,,,,,,,,,,,,,,DRAW
21,West Germany,1986.0,Group stage,1.09,0.5,0.5900000000000001,,,,1.09,0.25,0.8400000000000001,,,,,,,,,,,,1940.0,,8.81,,17.36,,0.58,,71.89,,0.32,,18.256,,-0.12,,9.859,,0.08,,,,DRAW
22,Scotland,1986.0,Group stage,0.33,2.5,-2.17,,,,0.33,2.0,-1.67,10611.0,3.15,233.27,0.18,74.95,0.25,13.55,1.4,11.583,-0.32,,27011.0,-16400.0,1.39,1.76,119.33,113.94,0.04,0.1399999999999999,74.69,0.2600000000000051,0.08,0.1699999999999999,11.092,2.458,1.67,-0.27,11.428,0.1549999999999993,0.71,-1.03,,,LOSS
23,Denmark,1986.0,Group stage,2.5,0.33,2.17,,,,2.0,0.33,1.67,27011.0,1.39,119.33,0.04,74.69,0.08,11.092,1.67,11.428,0.71,,10611.0,16400.0,3.15,-1.76,233.27,-113.94,0.18,-0.1399999999999999,74.95,-0.2600000000000051,0.25,-0.1699999999999999,13.55,-2.458,1.4,0.27,11.583,-0.1549999999999993,-0.32,1.03,,,WIN
24,Italy,1986.0,Group stage,1.0,2.0,-1.0,,,,0.75,2.0,-1.25,11315.0,2.86,187.98,0.01,76.08,0.4,10.194,-1.75,9.625,-0.41,,3563.0,7752.0,2.7,0.1599999999999997,11.23,176.75,1.52,-1.51,70.88,5.200000000000003,0.24,0.16,22.734,-12.54,-0.72,-1.03,8.313,1.3119999999999994,-0.24,-0.1699999999999999,,,DRAW
25,Argentina,1986.0,Group stage,2.0,1.0,1.0,,,,2.0,0.75,1.25,3563.0,2.7,11.23,1.52,70.88,0.24,22.734,-0.72,8.313,-0.24,,11315.0,-7752.0,2.86,-0.1599999999999997,187.98,-176.75,0.01,1.51,76.08,-5.200000000000003,0.4,-0.16,10.194,12.54,-1.75,1.03,9.625,-1.3119999999999994,-0.41,0.1699999999999999,,,DRAW
26,France,1986.0,Group stage,1.57,2.54,-0.97,,,,1.43,2.08,-0.6500000000000001,13540.0,2.34,101.33,0.49,75.86,0.36,13.775,-0.68,9.725,-1.05,,,,,,8.5,92.83,0.88,-0.39,68.8,7.060000000000002,0.48,-0.12,16.29,-2.514999999999999,-0.68,0.0,11.149,-1.4239999999999997,-0.38,-0.67,,,DRAW
27,Soviet Union,1986.0,Group stage,2.54,1.57,0.97,,,,2.08,1.43,0.6500000000000001,,,8.5,0.88,68.8,0.48,16.29,-0.68,11.149,-0.38,,13540.0,,2.34,,101.33,-92.83,0.49,0.39,75.86,-7.060000000000002,0.36,0.12,13.775,2.514999999999999,-0.68,0.0,9.725,1.4239999999999997,-1.05,0.67,,,DRAW
28,Korea Republic,1986.0,Group stage,1.33,0.5,0.8300000000000001,,,,1.33,0.5,0.8300000000000001,2835.0,11.33,,,,,,,,,,2260.0,575.0,4.21,7.12,79.87,,-0.3,,71.37,,0.04,,13.297,,-1.23,,11.862,,1.22,,,,DRAW
29,Bulgaria,1986.0,Group stage,0.5,1.33,-0.8300000000000001,,,,0.5,1.33,-0.8300000000000001,2260.0,4.21,79.87,-0.3,71.37,0.04,13.297,-1.23,11.862,1.22,,2835.0,-575.0,11.33,-7.12,,,,,,,,,,,,,,,,,,,DRAW
